U3017,U3056,U3047,U3020,X2024-2,U3013,X2024-3,U3117,U3071,U3073,X2024-4,U3039,X2024-1
cg14230666,5.08491148930139,4.65534012465549,2.85974068179183,0.219551180807405,-5.37779981784314,1.83457638085005,-5.58723426803818,1.630882663405,-1.20649519612842,-4.10087613130423,-5.45965687966939,4.41071404772293,-5.38347084273978
cg23684074,6.05055188874464,4.42394093413861,4.04312795108019,-1.03750545841833,-5.53428773238269,-3.99504838011374,-6.13036114155536,-0.695105065211509,0.708128815430373,-0.92890426401191,-6.13283387870716,-0.523351243886171,-6.17583709048185
cg24033330,4.23081090232141,4.55358408197783,4.21975432238424,-3.59776502459565,-5.18407074193935,4.5072372743682,-5.48337240747852,2.78193643683698,3.38529773595002,-0.740654991521145,-5.28631988054045,0.0723416096244905,-5.05535438508597
cg10553028,4.64841328100547,-0.304517197419596,-5.69473996695572,-5.60694810563081,-5.61861593850037,-1.05855007298163,-5.70411444382855,0.451691948715533,4.65304453906823,-5.92471629205419,-5.62244355458052,-5.17946452467553,-5.22628109429661
cg24541426,6.3661122042111,5.78763268681256,6.44573560223131,5.9411303882626,-2.13596248548176,6.02040155580064,-3.12734498109676,5.69140750312005,5.69373232982579,5.76187109032851,-2.3644627830108,-0.776363527944819,-3.06542066702895
cg19384531,3.13860023572962,4.92285950082018,-1.18661407023149,0.166951016058608,-5.09871704370507,4.90787603731892,-5.24451435606479,3.33082028803664,4.33037770176159,-0.439896543790367,-4.40663882776111,-2.70299512882187,-5.3956653985839
cg16849041,6.28950570843121,5.70782514218078,0.0352495907968195,-0.99840182519043,-5.90473170008787,6.57618355574006,-6.03705568728585,3.50601878962853,6.57780400723323,-5.73295520152847,-6.13853338491263,5.9062152066621,-5.75383759637405
cg16729710,0.586112975903718,5.38628302889075,-1.51400098716003,-5.50123857137735,-5.53523102569784,4.35818452917316,-5.62462955775625,-1.00429620490231,3.96585881918624,-0.673434276557172,-5.50390175783055,0.498660257413795,-5.43097923882126
cg10405150,0.442701949961406,0.385273128654241,-6.18062356974151,-6.25158274501895,-6.24295406582907,-6.35825850076553,-6.26729850772116,0.0627679517816384,6.53884539782516,-6.40393381099304,-6.27027784021932,-6.25103612789426,-6.44011414309395
cg09010671,1.94560779635738,1.16318749626152,-6.0077660332621,-4.0769647971106,-6.08936457689389,-5.86701679546549,-6.13365600737752,-0.645583429407885,0.356537913350991,5.61790337900408,-5.94380639248914,-5.57100617815018,-5.79184371124858
cg10954469,4.60970359696216,4.84587284481212,5.37728699238179,1.69945720616222,-5.01810291034881,4.94044459142346,-5.50617004964741,1.45958732608234,5.43003392272688,1.56625716605953,-4.64688032486001,-0.330975313060405,-5.43036935608957
cg08625261,5.12367521472914,4.94298724619416,5.1140290065648,0.961314012691816,-5.52973770731028,4.95900150423266,-5.68896652809552,4.99480193378832,3.46342463787038,-6.11834218197698,-5.83365953622979,0.830448533524689,-5.5688671175292
cg12920180,5.31918410389427,5.62577534679033,1.46548028232752,4.83797083442832,-5.70482088943576,5.3249227353926,-6.27894423946766,-2.34495572768994,1.38958249450644,0.462948792429276,-5.72625222162065,-2.29070915102554,-6.10685368261138
cg05184377,5.1105656907832,5.81345331201491,4.96163023614792,-4.78310944569524,-3.63347538442639,4.70948607190532,-2.98623700808774,4.09851710736597,0.740070879994136,-0.0241503767652837,-2.57274590552812,1.67375186437916,-4.47577869885826
cg14732324,4.72711192141094,5.19530569562565,1.62148389996203,5.11073388948755,-5.04816268017672,0.137723143803841,-5.15547617912254,3.02810809183626,5.62787630318079,-1.80950306080133,-5.05431732866441,0.533685173890704,-4.86785465208906
cg05347878,5.1549933180186,5.40612383189516,5.35441485426422,0.264178383204811,-4.84094754912318,-2.28701479913479,-4.93369318606608,1.78050108888255,1.78624060715989,0.163047213226668,-4.77603788827559,-2.76198314385595,-4.62695805817208
cg17267805,2.5370391346138,5.67994647503009,-4.66043258222649,-4.81936230581166,-5.01845683822102,-5.25179363525844,-5.52583411075138,-4.86963301630635,-2.18513520808878,-4.8737233096621,-5.45454898447375,5.41588367591762,-5.08619518983822
cg25767001,5.52560879289986,5.3223511674109,-0.337171918217171,5.37127807209262,-6.02501436145558,3.14386942398787,-6.10288099917572,4.56991349763493,4.88471879278851,5.42421028142827,-6.05920995726362,1.78458324878314,-5.8642904662337
cg12749863,5.48727617129505,5.63988534636024,4.80114838894456,-4.20470913673424,-1.74704188934177,5.89974410997542,-1.53229501562509,0.585799905274246,-5.4780193952079,5.59008495980632,-0.919353092241689,-5.21358113031257,-1.83789955963932
cg05026102,3.94098865570674,5.52528844527324,-0.0235327036789714,5.21225254572663,-5.98443741887299,3.0647468962934,-6.05735028081994,-5.46433942536795,5.79913640981338,0.719327662651029,-5.77113312450406,5.14097862507229,-5.68351595510668
cg02317400,2.62731936677023,-2.13849649950054,-5.04853678228674,-5.95659708163196,-6.36583663636627,6.1326552856786,-5.92618909425005,-0.55698473696523,1.83535393908366,-1.36005609113262,-5.39197193858602,-3.39647489582422,-5.74323781671454
cg07231955,5.23525387956732,4.42654832115479,-1.86575094911152,4.35136616287877,-3.50852745578876,5.19220327669406,-4.22552158364564,1.56063770827095,-1.53600025637944,4.70059076382991,-3.4211441119049,-5.72965216187938,-3.8094071714496
cg21463349,5.36985767027818,3.33113801947073,-0.169646423967933,4.6489533682412,-5.67083850063839,-1.33442767449217,-6.42147199517221,-1.34639172460307,-5.80438202095679,-6.19999296740183,-6.38314638729078,-1.0630203021688,-6.26328284830176
cg17564775,0.0368926946665714,5.55617998395084,6.36291020635319,-2.78553183935049,-6.17524212613707,-0.470122976693177,-6.14622557255461,0.140759963419685,2.19362083589233,2.65706734136902,-5.88164856756495,1.78642673077574,-6.01653063242077
cg11672054,-0.662005314828113,-0.273134295154917,-5.93422524415665,5.13512991609046,-5.58290673822121,-0.65049777295516,-5.95482173745864,-1.95907255419699,-6.15975851210584,4.51860764069821,-5.80815504275934,-1.57740449904116,-5.77801847329034
cg04739647,5.96303074664853,5.77348884985969,5.63895104830885,5.66471078057399,-4.13821443677183,6.11851674357657,-5.37544997404469,5.62618829515152,5.92546748558243,5.94095135984758,-4.48796263119911,-0.338494069377575,-5.57653814115149
cg27264249,2.99576505312108,4.29665010432585,3.91737089990561,-3.9782986902067,-4.32718590043953,4.24142395877022,-4.56625192554764,-3.03291536590041,4.44365867913966,2.09415448573525,-4.64830222526122,-1.18196584357124,-4.07517660997653
cg22513169,5.29889841409912,5.62452752597457,4.28346620569433,5.89761902617076,-5.34985916089771,5.81189336059587,-5.83688702610959,0.557460327521016,6.23696938131579,4.9009180206668,-5.21743617555815,5.45206545941833,-5.50969875922986
cg10799055,5.69958979640957,5.50381462750021,5.75133855882948,0.596023841480356,-3.70215052109793,0.252319806827425,-3.49396851066645,5.34105596473238,5.97849655442302,5.40291227281418,-3.49215900781431,-0.0494517470704328,-3.68546060649299
cg00824018,4.51468578093185,4.93778100494916,-4.24521471690775,-5.45472609906945,-4.79317641562081,5.52232929818546,-4.85010920100199,5.43869718321375,4.8196619860007,1.44035093019116,-4.77100616879739,5.08737199074883,-4.77488326793493
cg21519478,6.46590698224891,6.06551591811108,6.66314673851922,-0.0743185701099473,-6.04138974955802,-0.0391741975962155,-5.54729435592121,-1.25844566733177,1.26206185182939,-1.40673904480708,-5.78777995937803,-0.213918348537056,-6.51695687815581
cg25796439,5.61922435535375,6.04110559498611,5.31128101438204,5.1177262831568,-5.06764742466668,5.88569156520891,-5.49087526598868,4.52210425190476,6.27110461766274,4.79880951252368,-5.27603569708718,-0.437374943258964,-5.27630521779829
cg02009088,3.83743629105717,0.0976005830008994,6.33448401115387,6.34553127229631,-5.82029806497419,1.66504927780577,-3.79894087909793,-0.755583170803877,-5.55844159717129,0.59793344721045,-4.76759648452351,-0.541850578449356,-3.23226599120096
cg20078466,0.283890272700233,0.801665648102,4.44216429895228,-1.92826638629978,-5.31174953630147,4.54447046333979,-5.32232376031904,-4.44087340132992,5.03089387139769,-0.253262814191397,-5.44932237086491,0.681598494625634,-5.04952332567725
cg25192419,4.8527810645268,4.07154399597851,-1.08877961300471,-3.90677955611331,-6.08620686665486,5.30738151334719,-5.92581249944646,1.8865865230595,5.38669197380639,-5.61970088911974,-6.15887097945312,4.99362599152174,-5.80244626951418
cg10172415,0.821564684597777,-0.0904941225510915,2.95714527004542,-4.82710013107212,-4.96939415948764,5.14653269531669,-5.21733549517311,-0.0263251908213731,4.07179420709044,5.49018521811404,-5.14270964559921,-2.05644196683814,-4.44871366218608
cg09053680,5.10518806125117,6.11144451470255,6.30743088819176,-4.8775582704153,-6.02885851018876,5.93390503116653,-6.27058096302816,-5.72164543463749,6.84121044414406,-5.92698645506278,-6.16895392464353,-0.369103600603491,-5.8417830295986
cg24456130,-0.34450377666438,-4.75706789660697,4.94731599198518,-5.72197887149634,-5.40412140346568,5.23910399130903,-5.66909053768234,1.99669825035255,4.70761433930204,-6.01810169843978,-5.79234054912609,-4.87036290424445,-5.70278996702074
cg16439198,3.65476100651466,3.96238357178084,4.7290814746846,4.66789113193031,-5.10092849447107,2.82700975671316,-5.15784094323941,2.08384377288219,3.7557281023156,3.28815237268387,-4.67080860445981,1.34881384839964,-5.05546888835879
cg08460435,2.7155584866033,4.67630402992664,2.74016098287554,5.01468069668602,-4.50611670211065,4.49797021787079,-4.54304260660514,4.17738200700997,4.81480183737164,4.6035166490146,-4.73998016447795,2.45782597723922,-4.48893769042533
cg18617005,5.49914055639584,5.36678417279699,3.90829015324606,5.6614197374808,-4.93046373422232,4.97745839747517,-4.42150451996053,4.91431118528432,5.65001409373924,-0.557142168345036,-4.69433109953437,5.13961476766212,-4.67495984755047
cg22344793,5.77435917517502,5.71137072768599,0.973928710538068,-3.05803612923573,-5.2057405932495,-0.397127353330248,-5.45488152431167,-1.1172992597254,0.266518746018756,5.57115776434726,-5.17026525254311,-1.70690984957417,-5.56356070014671
cg11795854,4.93963742005411,4.60990507521795,4.37813772690211,4.90809202361165,-1.47109631368767,4.38180171943085,-4.45301712441406,4.66845248678825,4.73632748752342,5.15883452469127,-4.51354803951552,4.37862686541031,-3.98831811214281
cg26001902,4.36082594797336,4.37034582993898,0.409257679276668,1.8040067520895,-4.78760848759976,4.64718470413607,-4.92038274024539,2.14230496323678,4.73054142834468,3.23071967552459,-4.84278876618933,4.70173343396842,-4.6891401873996
cg20650802,4.77858704749856,5.0244236099594,4.62673220176382,5.2261858003415,-2.49736688883216,4.11529068306573,-4.38971848195447,4.31759473176265,4.84461641166522,4.35520921524187,-4.14130759318385,0.756135870712694,-4.95811949731093
cg05167251,5.62139616817248,4.96536396948728,4.93220559594302,5.34655039381404,-4.20307352849853,5.09810310783363,-5.31948771045119,5.19606774452477,5.34268527479615,5.48539806715674,-4.35334963562961,-0.910570436672175,-5.44144944371876
cg13404421,5.43111273873131,4.05303214729558,1.67836698333875,-5.53872464339517,-5.65108227543763,-5.75470184567047,-5.7734895218525,-0.196930688895921,-5.60169258700576,-3.06037580556204,-5.78020384503002,-0.203706036749039,-5.64049238800303
cg11039614,4.86944809128535,-2.26022146036905,1.55693880136787,-4.81038402705109,-6.30484943506821,5.72209736472668,-6.34672554975287,0.827519853130934,5.65344021627305,-0.635557034793489,-6.142225735631,0.948964690173657,-6.23675792687582
cg02513017,0.162752851628667,4.68286634619158,4.71639667571329,-0.985271065736372,-5.16995308059295,-5.36999182550892,-5.27623415712412,0.562710085142733,5.29519355850338,0.333044345730418,-5.22208379379027,-4.06953950638479,-4.88229674487263
cg26618965,-0.248173078049565,2.0453409002823,4.28205148667505,2.76872618511557,-4.64423475363668,4.18575518316103,-5.22340678653717,1.29034201523463,5.58281811216855,3.75308041639534,-5.31462704323116,-1.72144122062817,-5.09514095840671
cg21561970,4.02369477999489,3.92546461477386,2.13151392465183,0.32308836286603,-4.98444350070172,4.35618071789227,-4.91350416137596,0.847055514005002,4.86023463575557,3.18209601845673,-4.93792603077937,-0.163937108386376,-5.14894122454624
cg13726345,1.88099119838349,3.57679185008429,4.63754066401536,4.42434466643923,-4.27128232772014,4.61890126371863,-4.60093252724964,-4.31994037836049,4.25774119124854,-3.57547368424826,-4.40821702803717,0.746317891483031,-3.67442479424525
cg19384289,5.65145583522307,5.39037685562712,5.71267998410515,5.01946240390334,-3.60794368756336,6.14224743183318,-3.90218562097863,5.62659382989369,6.42739416100601,4.25395719404324,-3.45711378521549,1.3204295776954,-3.35400700341612
cg00333512,4.4465384050075,4.44887800855401,-3.41277411374864,-5.66035517802394,-5.07006317238101,4.97518303324311,-5.3508294493339,-3.85065079355367,0.220924920792962,-5.05709921447322,-4.58186866463587,0.184905136180706,-4.97144597539343
cg04399418,5.70263931947112,5.87558054247618,1.28090356469962,-6.24250690780119,-5.87242772921193,-6.04740792038888,-6.56579628272179,-0.768071672213893,-6.03149062006483,-6.27439775688199,-6.10357461200295,-0.128092180157706,-5.93671070430239
cg14559356,5.22834813999172,5.57623117189273,5.17517314551785,-1.14622441133098,-4.07323123978494,-4.52791244784379,-5.03186713010042,1.247418552485,-1.42449926772384,-0.499588246375648,-4.14434086970351,-4.64804676749031,-5.37316209696602
cg02071005,4.07747185987347,-0.341193389433172,-1.06380137442914,-5.85985751251252,-5.51353198071684,-5.93950640621236,-5.93950502548198,-1.81399602986005,-1.99022066328869,6.4580091413827,-5.11666328883669,-6.09520643184636,-5.97345164176399
cg07528692,6.04226034997184,6.14290574715895,5.92905271456326,-4.54080031716223,-5.34446861182574,6.41312509580342,-5.73372993761267,1.94550203073279,5.4756767504889,-0.034438622044084,-5.12363030662959,5.52430075970124,-5.82150645751884
cg22865720,3.34878044427587,6.15003460121176,6.20608944664968,5.91309239793132,-5.41366369224458,6.25483339591149,-6.03857407722376,1.38402835483043,6.23517351072482,3.11586858068351,-5.68159723542376,0.289173334119366,-5.92905584636199
cg12615165,5.55074866029487,5.75681988970844,-0.380211331470687,4.60796157976472,-0.670954336609413,5.48346918913068,-2.92991330434766,4.50803805696465,4.94452990504371,5.10617917278866,-2.75122283379156,-5.07288177483215,-3.92427205340345
cg00687252,6.3192614853166,6.46595240317634,5.83124923723989,6.29936077357069,-0.830110214460868,1.09916049387234,-2.80079161099325,1.35721304699104,6.71189301803543,6.47280098549354,-2.27633976830172,0.278970399097369,-3.98137532799065
cg06385118,4.68218834507721,4.29407869889545,3.10921308790322,1.10674399808912,-5.21087916959354,4.40598905033353,-5.06864388967897,-0.696516675755888,-3.13880102857697,0.183411654816377,-5.0824254000328,-4.44724680089732,-5.12944524901136
cg09734791,0.442065355291053,6.12924922811003,0.00821840863861103,-1.15417086686865,-6.3012527008865,6.27952471204381,-6.19565781952537,0.367356924052747,6.1155296864474,0.757038827823755,-6.24645958252925,-0.247220440920433,-6.47232190931733
cg19363499,0.945544250877853,-0.833101615457792,-0.244857927971065,-0.7957562514055,-4.99925710239909,4.84924427958671,-6.04724613591753,-0.745424037590283,5.04294198973643,-2.95967485700665,-5.54647434855694,3.35965638340298,-6.32010419962114
cg16278107,5.59949815542024,5.41598432975107,4.19050440618414,1.57762544189828,-2.26501215869961,-2.13454185780443,-5.32709707888454,-2.70472463283113,4.35938227051282,-4.99177280592546,-2.89275448030809,-3.06421033001792,-4.27567202690116
cg04352304,2.975577983513,4.01662024217114,-4.52036596418738,-5.07684164780233,-4.99836342381908,4.41317675109091,-4.82331839294966,3.79084625636873,-4.62600163397755,-5.20234873238796,-4.72855716256331,-4.59073938200882,-4.7299979946992
cg24480695,3.86609777083999,5.65380577890466,1.95438913897788,-0.254904992975446,-4.97777850941623,-1.62489901885481,-5.32968530582085,-0.311494021784903,4.78519046179717,3.96205606122452,-5.47881415631172,1.0022094234669,-3.97095195154641
cg05790197,2.28445565299934,4.05996122556208,0.690642052628431,0.278992125169309,-5.52693978271424,3.5544885522907,-5.8303059323054,1.13383632564531,5.38918678028777,-0.548570373086688,-5.9356775432092,0.446654496387708,-5.96491505156564
cg24328125,5.05553865312668,1.96871452911888,5.13234211970409,-0.432760290759548,-4.78710239236463,5.5359743657042,-4.73657547006079,5.43142246375739,4.07221722864756,-0.913166543241315,-4.68541598430784,5.60354259928682,-5.2144985708993
cg04446455,4.94374330663513,0.856395338996803,5.3291568447697,1.5553479393616,-5.55843218743199,5.43282520751688,-5.35543210255315,3.55918134819452,5.2780898727128,-2.15815625095099,-5.20822250520112,0.24236175628706,-5.3950864668605
cg04555373,-4.89488239557843,4.90134825745305,-5.63909192000275,-5.62394005208676,-5.98292702195178,-5.37019207885695,-5.77407909737716,-5.29871225350044,0.407908497376325,-5.74510988577623,-5.30635700604529,4.49186246835197,-5.6888546934594
cg15650509,5.29394074669198,4.32249862552129,3.72088333186701,0.757720203421907,-4.4382874044803,0.771380577939835,-4.41247261607275,-1.49586793710487,-4.76731292912318,4.96026615994061,-4.43891441062496,0.228804605872569,-4.49256416860581
cg01991397,4.06319858043666,4.73899868787923,-1.48374250107073,-0.144403774978834,-5.01645660976857,4.78280905211787,-4.56414094486542,-3.63574623504656,4.67477662827618,2.349213658749,-5.0044232721573,-1.64717871182239,-4.75957138826111
cg07095230,5.24688738923032,5.14936434753799,5.45643199425482,5.42437966532725,-1.72819053280631,5.68428585445909,-4.14236361311382,5.16451478507452,5.48452521527113,5.12405705904306,-3.83771290463434,5.17835026191421,-4.24898236051174
cg09432590,5.73948550856031,2.89704290991449,2.09008976143983,-0.291669404403166,-3.66702720374622,5.59241361835398,-4.2559115620515,5.24230109070413,5.79795663512384,2.14438597031808,-3.55629132097415,-1.16800464882503,-4.84559758629389
cg10356908,1.50602695749149,4.80262621964352,0.771341679586767,-5.87214317826819,-5.66648242635993,-0.244733389834327,-6.04934602655714,0.404865140859295,6.14638609252562,-6.10196457259643,-5.71494483045489,-2.50328135905374,-5.94187988450965
cg13518012,2.16794904263818,0.608967023704668,5.53370459628649,-0.91087645771896,-5.98806708843518,-1.71433174615982,-6.09227941921551,-2.04299183420888,5.69483769795689,-0.192059305111703,-6.00672803076881,-5.92491014540588,-5.74938021435233
cg13357482,2.87413038394786,2.55515089346107,-1.89672379584733,4.75852665695766,-5.74988516379406,3.14104914009266,-5.7508577282554,1.394965066846,0.138739360428895,0.0641154036147715,-5.68193451123865,5.5018029487999,-5.42994357314712
cg17456100,0.720714717099199,4.04659166273644,-2.03997479768631,-4.84224532051273,-6.09023289428317,1.76799713888988,-5.93680105677607,4.28779459348878,3.83665417944438,-5.09934844358219,-6.1208936807145,-5.77922602487136,-5.99368331044632
cg06560760,3.79674008886254,1.33686225977737,2.93134234966193,-4.55715479078375,-5.42305011891886,-4.38677334644476,-5.0229762545359,-4.43844126359884,3.932495636211,3.43171896537163,-5.06930561235698,3.10860319505644,-4.96922498444034
cg03117976,3.19700784761651,5.60598954882439,0.62740066231116,3.03648519347542,-5.07163799941127,5.07273140366891,-5.42594213821983,1.74662552214241,5.23857144916644,-5.38163856371828,-5.48247286928517,1.03225794955949,-4.88159383266934
cg07234569,4.96644907429883,3.16521055005818,-5.95136658732892,-5.59528631996182,-5.90622118807138,-4.4591609433472,-5.83081512488057,-5.37912643063307,0.786216537584372,1.74520555211808,-5.75749667203173,0.68280125341949,-5.70720432117693
cg15908921,5.6313765660297,5.38477390891355,0.697153956576233,0.281490329639126,-5.69084240445131,-5.33146490251467,-6.28060455668424,-0.930214415445149,-1.89645556912696,-4.76588687305739,-5.75423768348797,-2.67929103823057,-5.72708383832405
cg24799921,5.0518059459663,-2.24043498296638,4.72075864309957,4.89489001264522,-4.50067676861837,5.09378814805559,-5.40640305238786,4.35674109164712,-0.598601091190631,-3.87556565825363,-5.00300473088931,4.38573633699206,-4.72093868689718
cg18448949,5.31985335357886,4.99435971769562,5.07406035165273,5.12517798960963,-4.39729280691044,5.12052293169806,-4.69543888460257,4.71186882901417,5.1618537250972,4.87710378581831,-4.60302693750187,0.191687646945929,-4.77530000914726
cg18331519,-1.44990115679047,5.36897866140005,-0.487501171713812,0.944121944210487,-5.25014498029275,5.3341053025613,-6.47148022675332,-0.27144071303405,6.33246752768112,4.46446837223812,-5.59567863109986,3.2786254935973,-6.22681239406025
cg06602546,0.323746459597578,3.12689669759724,1.0025754870754,-3.67554827624836,-4.27462025332566,-0.73792604114434,-6.08774415477874,-2.67318933151668,6.65223589469571,-5.63338732402038,-5.82781056832667,-3.08596282702756,-6.16866532213603
cg08668199,5.44575474525914,4.9002470905339,5.50558533394873,5.60478801007396,-2.1420200489026,3.83106596795745,-3.07535222626842,1.06235303511464,5.33875679358014,5.28505705641688,-3.7614205182888,5.10770099338481,-3.64530192013582
cg25379026,5.27338655148835,5.66427475562339,4.23255501490958,5.56690402013,-5.343324416274,4.76714442423388,-5.52273157110372,4.94405061104335,5.9969015267748,2.04250620427997,-5.54158039852597,5.91131952904532,-5.40619389293091
cg15090005,1.69449376180212,5.7948570332157,1.40721008068541,-5.18937646523718,-5.94263508145492,0.327440951609577,-5.90082211421195,5.03041865051923,4.30277461128621,1.91903383480927,-5.92061920182974,-4.47836976959812,-5.89844187065491
cg00050152,3.03525013131513,1.90153896074363,1.88490809156341,-0.22034292353087,-6.01670726110558,4.24904848798545,-6.06773581070068,-0.0643724921351451,5.65747772027411,0.151625284756895,-5.70039264591334,0.657847124002507,-6.11340863483087
cg21053831,1.61932316851023,2.14746698616486,-6.0997373782689,-5.84975801177985,-5.8968642185525,4.72644161450514,-5.96301748923761,0.453168149207022,5.6168301830813,-5.92655774992229,-6.09691855706336,3.32399584872563,-5.8668737772315
cg13481969,1.8754183229106,5.58605190757781,2.46056897555651,-5.7502574986234,-5.16791683640337,0.0322637173546484,-5.85212357391673,-1.08020168974109,4.47085776526674,5.79815740976568,-5.83899713929544,-2.48443349955489,-5.61187876914095
cg18199554,5.56560524126897,5.32026151358903,5.3835983305412,5.50876509227465,-5.48834541417545,5.53742706684268,-4.18313575985084,5.22426950623912,5.63771725486613,5.18972780081533,-3.91188642036525,2.10897719486084,-4.86829256006309
cg17960051,5.96236551814416,6.12463799105323,5.14583561322924,-0.502777979230693,-5.74684114400814,6.23046685355781,-6.168565435579,1.09242794722081,2.83636768050753,0.148589311742982,-5.86667927296326,-0.391653682825669,-5.91392134473802
